label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62
A,0.0,0.0,0.0,-0.2579360707482485,-0.2980939786789438,0.027365181291028634,-0.4074814038894384,-0.5277631802423345,0.07971598167046146,-0.4613604478491397,-0.7705218956531196,0.14594396504410445,-0.4720190378428247,-0.9648531322946367,0.20720984032698586,-0.35528666777646567,-0.9699637669672664,0.00479316167341627,-0.36448515517505486,-0.8044199086533954,0.13028229313096854,-0.3700732471668816,-0.7353791190711648,0.21000644337709673,-0.35813489801425097,-0.7186878015793106,0.24933852733052553,-0.02298612090982856,-0.9997281983495735,0.003894569325921129,-0.030147435374361646,-0.8352917976557319,0.13096261807079745,-0.03027348044560973,-0.7575666749020805,0.21021334598366923,-0.036395651606874385,-0.7446881051455928,0.25821812252253407,0.2897106058096831,-0.9314984003577382,0.01964631202823213,0.29264831273309866,-0.7592445003665079,0.13608027239065892,0.2976176880884753,-0.6848024651458435,0.20162515783814539,0.31129419286744064,-0.6668474452357872,0.24494564998519186,0.5433258322290726,-0.8503435749749105,0.006380155715282315,0.5525446694464404,-0.679272368646494,0.1242213994100763,0.5475678217912616,-0.6059244237979441,0.20818728830949648,0.5575365100401086,-0.5768628231693327,0.23778018667738116
A,0.0,0.0,0.0,-0.23691588227497673,-0.30254594378885763,0.04711675397468141,-0.3796875832582024,-0.5624220051085616,0.08139146160469676,-0.4382356257473478,-0.8174632462194211,0.13617273771446423,-0.46459169796835453,-0.9971108814264444,0.1864192837794027,-0.3567742771802056,-0.994613815788667,0.010559054254600945,-0.3584802421632823,-0.8292269876882602,0.1362095157285082,-0.34657137511304986,-0.7668802068239896,0.21421597090284422,-0.33638920428285973,-0.7459592624350198,0.2557264299681547,-0.0031497436639944393,-0.9999641123677065,0.00786467364334029,0.0019575851439086285,-0.833874194101368,0.13249133987882863,-0.0029645146245643817,-0.7658489742933509,0.19588669949340112,-0.0019959450267634745,-0.7619864141162009,0.25031337432853473,0.2846591427858937,-0.9514313024406768,-0.012144805990713563,0.27971238151985306,-0.7975506516581077,0.12728268972642492,0.29977902770995857,-0.7398407910266034,0.19140003098617964,0.29642183232867814,-0.7253252816749104,0.24050451883592916,0.546020747073183,-0.8371054350216987,0.008621257854608627,0.5440625897781621,-0.6788761650083418,0.14317019105473094,0.5317300191229183,-0.607937789306681,0.2311649808152044,0.5080894878428116,-0.598095053872372,0.26846221817314136
A,0.0,0.0,0.0,-0.2524118497488222,-0.30609377373647956,0.057598088485087184,-0.4081349539729691,-0.5507553685606064,0.09704099686406141,-0.4690225328734994,-0.7925536918453205,0.13676641739148382,-0.4674108984977205,-0.9903371328772885,0.20087234515290636,-0.3325511884151309,-1.0039760310722472,-0.0022117530351537184,-0.3404329601131941,-0.8250197265049442,0.10955825669659201,-0.33202242821538186,-0.7617693377827972,0.1855498432732638,-0.34022848666520794,-0.7349564941503562,0.21947404578371166,0.002104544713378661,-0.9999892732181536,0.0041260562500060535,0.0018319637318762155,-0.8335108328698523,0.13399087420978234,0.0033732613938462675,-0.7506001549906177,0.21921801845772565,-0.008189153068859062,-0.7358611517497443,0.2654966463818318,0.28613795137822634,-0.9675214026783199,0.01425416541323182,0.2873424055033369,-0.8122981665611233,0.15737758280006525,0.2976575639824238,-0.7341845421817547,0.2352911332148058,0.3062860171786552,-0.6932860790170566,0.2697028244786847,0.5622725953935755,-0.8587681381344707,0.0030300161483137592,0.5533680461590142,-0.6904131105452912,0.1301414241072224,0.5349302066843523,-0.6175601402794878,0.21342142358772206,0.5199340795083862,-0.5892949830233448,0.25680860592023735
A,0.0,0.0,0.0,-0.2479565100611825,-0.3092643957190529,0.05502970018014329,-0.40211887949851444,-0.5618274760962078,0.10294884890466208,-0.4477583147120625,-0.8228730092434221,0.16609478946629377,-0.44611350682869255,-1.0196146479486208,0.207707559812918,-0.3637624260103946,-1.0183095521840795,-0.006238439341339948,-0.36989576488674486,-0.8564351207198277,0.13170472413109996,-0.35900366334266054,-0.7912478105415448,0.20352291900018463,-0.35606617248078687,-0.7889446715465875,0.23512860928967516,-0.010039803277259429,-0.9999412488904597,0.004086700079722465,-0.027084098574586112,-0.8331225459809853,0.13504577045611585,-0.023921454333848676,-0.7580233413695486,0.21420116013705756,-0.010532485092796775,-0.7395868460329632,0.24949150552347826,0.3008791975291261,-0.9599485563193132,-0.01669238066316173,0.3088175002917407,-0.7831823196144077,0.1014598375422764,0.29930517095127823,-0.7078268539607324,0.17637827534915534,0.2857306031198699,-0.6957557186930133,0.20170554501009003,0.5470286420875845,-0.8593881779879851,0.003501404004660726,0.5432892457526467,-0.6812774262850104,0.11982785327258362,0.5192359883875171,-0.5946569456271308,0.19371120161077562,0.525168372183424,-0.5731221682078032,0.25511863299607496
A,0.0,0.0,0.0,-0.25551243191747436,-0.2988115080025038,0.03712285913799086,-0.4045245000498474,-0.5718992803772291,0.07772258819169511,-0.4563789859758548,-0.8096669204153981,0.13958187465125557,-0.4792427906527287,-1.0098702315923482,0.18046304185499581,-0.35220476108143917,-0.9964602166611995,-0.01641243752239486,-0.3481679542252767,-0.8330170376192515,0.11212037332659071,-0.3390930772337676,-0.7475686215592117,0.18409523868139746,-0.3455647327037142,-0.7288664086836639,0.22117106576529705,-0.016754904570909637,-0.9997306567741253,-0.016058862935947858,-0.0005999894409079319,-0.824077008029547,0.09410223023914763,-0.004652655750360255,-0.7616912646505575,0.18064324250886676,-0.003656655417256479,-0.7406574895712974,0.21912595996450784,0.2981806423440834,-0.9399613194415325,-0.016802279036979176,0.30802726084730647,-0.777134201108747,0.11219782053339479,0.2963098734863001,-0.7120535393141284,0.19953917241753066,0.2905118715575876,-0.7104471355748027,0.24502676031962706,0.5439070855451851,-0.8521166702182219,-0.0016440780788161723,0.5475229706012049,-0.6916697757753024,0.13062221198996013,0.5581367468722824,-0.6215278132676947,0.2151252085629545,0.5542491138905677,-0.6038846844384754,0.25367893395274294
A,0.0,0.0,0.0,-0.26483874007074776,-0.3123759191382998,0.048966178427797005,-0.41348939178364086,-0.56809005595196,0.0990286640575328,-0.4679123385057598,-0.8261375740528182,0.13190377825574806,-0.4696584128018673,-1.0329608682583042,0.16813213419782735,-0.34968803898338024,-1.0153856891129922,0.003417725509172448,-0.35230018535279034,-0.8437151116103576,0.1279610055600362,-0.36167137822403156,-0.7659088023792302,0.2099450764392736,-0.36176484976099826,-0.7530086875222162,0.2535841113642567,0.008622018783788809,-0.999921631064023,-0.009077032684522214,0.0006980412325526846,-0.8236494646549587,0.10862586882514226,0.008536576634620485,-0.7370818401874747,0.1919120103717655,0.01153250886637175,-0.7060687641645526,0.22961690516134703,0.27881876609691164,-0.9513584474469686,0.008331788801392289,0.2901731416006914,-0.791557691264136,0.1473405495860464,0.28493096247877386,-0.7261803209022512,0.21567182416927114,0.304864856358265,-0.6884448407576552,0.24213265779197765,0.5566345771273883,-0.8599505414570775,0.0067368021390910564,0.5506281589262547,-0.6871986705155259,0.12965691083232994,0.5507395944768468,-0.6065598710639009,0.21612895927391343,0.5465578024832425,-0.5926104053053699,0.26215887793291515
A,0.0,0.0,0.0,-0.2597597115352023,-0.2994514361644995,0.04416037545705763,-0.4011461839595515,-0.5406403836130708,0.09072734244942646,-0.44920125745370526,-0.7882814678949012,0.14149168463603354,-0.4532845897052361,-0.9666822887647266,0.1832957083514584,-0.349813540095707,-0.9990190417881775,0.006934812986020205,-0.33325061996291605,-0.8321245104094003,0.13550025416285902,-0.33787098458849674,-0.7561918811126623,0.203742382226557,-0.34810256655952404,-0.7325649578919554,0.23572799983408324,0.0074166089276459304,-0.9998830912993374,-0.013371523686368576,0.011625100483736415,-0.8261885577408484,0.10691848089914695,0.0176160827433934,-0.7522447642998688,0.1892452166188346,0.0296919503484795,-0.742191883741791,0.22658610401140755,0.3039832430646956,-0.9574883318526498,-0.011474406542325531,0.3022668615370259,-0.7990500342848087,0.12835244170477544,0.30965990089145673,-0.7186677629357684,0.22352605822194951,0.30019889959939,-0.6930512550138593,0.2576816280021721,0.5438411245815434,-0.8577771651963197,-0.010623436610289323,0.5424085762919715,-0.6846102823474782,0.11048959358165879,0.5444313090819527,-0.6066472984926925,0.18075741930338446,0.5581304458558247,-0.5874110710850656,0.21874932410880152
A,0.0,0.0,0.0,-0.2588357507805275,-0.291674510379953,0.05392151743713517,-0.41247630508596866,-0.531728742562838,0.1225381250422785,-0.470897868216467,-0.7812062152834945,0.17380007952814724,-0.4810507416459217,-0.9786628845982518,0.23040982104138102,-0.3541929657256428,-1.007202408011292,6.177446972850824e-05,-0.344270643865294,-0.8349764828825679,0.12249027142281908,-0.34149606268871,-0.764006121173671,0.2103456559821032,-0.3395826619836642,-0.7413822703060935,0.25284475173666465,-0.002284273605549341,-0.9999735284065352,0.006908297929257475,-0.014957262441259727,-0.8338664253801427,0.1372800138107613,5.0357911041993506e-05,-0.7578333867362408,0.21359106888747378,-0.008399425190512273,-0.7427420458539735,0.27397539775863,0.3008331496991193,-0.9601378036986812,-0.003976526567241134,0.30437609260084586,-0.7909605824972302,0.12297021031830713,0.30713217456751807,-0.7205475967156916,0.1894458290511273,0.28021783255521215,-0.6937962132338811,0.2172110274314252,0.5547535379490732,-0.8460334137545495,-0.003999237377851128,0.558552985214041,-0.6886552211821187,0.13730407938029782,0.5480409149850499,-0.6283347091156797,0.19520232452909,0.5343237093440937,-0.6004057113811156,0.24400143050320397
A,0.0,0.0,0.0,-0.2521156090980377,-0.31076764898020254,0.04418493354535448,-0.4109071815027123,-0.5706314541241253,0.09397206290381661,-0.48357494356300457,-0.8303993734956838,0.1293765720236693,-0.5088121027402884,-1.0188879790657155,0.16475539357808944,-0.3621240167923371,-0.9887733345251796,0.007937873414738809,-0.35776440982474267,-0.8279189172651459,0.1421420171869961,-0.33892609983842015,-0.7568328487158705,0.2190585149972969,-0.34563312477589897,-0.7290807808231365,0.2774590446974185,-0.005998573120904969,-0.9998766893224422,-0.014512865675180573,0.00038596440590184933,-0.8394941527753734,0.12017411061398617,0.004039884879540151,-0.7746305586490627,0.18810795282433357,0.006941637555635069,-0.7524191082302641,0.23548255150150493,0.2959707738556145,-0.9498645140497646,-0.0040774760166780505,0.29721770351156795,-0.7918473444835128,0.1335194760546712,0.29516291389047616,-0.7115154410515356,0.21388485440709162,0.2999400148083527,-0.6889228892263635,0.23955474739777846,0.549491616465586,-0.8393569338577436,0.0053948293933563825,0.569119610460535,-0.6670908371459022,0.12305126018242302,0.5674248304962457,-0.6061722963622581,0.1952675639124229,0.571926721550522,-0.5990205786403826,0.23573054381049566
A,0.0,0.0,0.0,-0.23041343369768405,-0.2933351190026537,0.06529165072420802,-0.37641833485711684,-0.5580777880500996,0.12505958632657996,-0.42005146733359566,-0.804232777830507,0.19674094209029214,-0.40745049023536467,-0.9874939204822324,0.2625662478684427,-0.336833158820342,-1.0059390107894193,-0.02365957534615135,-0.3310968987187728,-0.8368438634400237,0.10017426331044929,-0.31281354814603746,-0.7631368340150105,0.17441835344809117,-0.3039460045669307,-0.7630978079548496,0.19616870611623255,0.022294471393940224,-0.9997514092275639,-0.00027621144949069917,0.019506020867663558,-0.8347986906624582,0.12912130906438635,0.0258613530912292,-0.7815695640007411,0.20142026537499397,0.02572960122531269,-0.7528888485332811,0.2540846975128229,0.2954830118985074,-0.9460840147280749,-0.005006172396124304,0.2869795888657525,-0.788600259726062,0.1331511721089279,0.3022191658932034,-0.7278423207493346,0.19002213598457193,0.2861550902797045,-0.7172745773366398,0.22591852080023406,0.5517208586507478,-0.8361028406514027,-0.004791133635541866,0.5556277262406558,-0.6574550215863572,0.10489289556850113,0.5437125418256693,-0.5785217298598283,0.18849225045535778,0.5512765910991978,-0.5446623317376212,0.2318864664022979
A,0.0,0.0,0.0,-0.2564771235483704,-0.31713664586993895,0.0364168142417283,-0.4067270701936797,-0.5624206413454845,0.0877582447596083,-0.44307592137355056,-0.8289968544917028,0.13304091761246492,-0.433090156408477,-1.0294516072042696,0.192682361319664,-0.3479214381611522,-1.0021323956370851,0.006470534703694303,-0.3490697784815393,-0.8312733632256638,0.13220827732642348,-0.33920562099509777,-0.7601938404786656,0.20865383813629035,-0.35347834259038735,-0.725670498864281,0.24353822071256206,-0.010736073932275884,-0.9998037205859273,0.016651036576072767,-0.01690151693748906,-0.832024305306379,0.14632818445849877,-0.0027949716068128524,-0.751730979865506,0.21664705004098347,0.010491473338080913,-0.7145982282052727,0.22764033561260946,0.2933087832145584,-0.9605048777900581,0.004868064541035983,0.2874067459132517,-0.7928923545300233,0.1347730897094891,0.29160854541642534,-0.7067997664343177,0.22357731409240886,0.2805376030718564,-0.7026714632108719,0.26633482126804137,0.5538479761015513,-0.8646601506720406,0.016668753951279532,0.5503131454216206,-0.6962713179430295,0.1456525263652679,0.542258279122931,-0.6053117589048783,0.22327596427071547,0.5262836829889566,-0.5820238911717052,0.2579754621121131
A,0.0,0.0,0.0,-0.242986398740791,-0.31224831729041513,0.06235629374147476,-0.40792657304488117,-0.5627857358599757,0.1102500625984092,-0.45678306252849443,-0.8133795312382845,0.1793663341018438,-0.46662655664052516,-1.0170388118610345,0.23627030478066632,-0.3680791307450098,-1.0265884646227172,0.01892781959848058,-0.3750698355622949,-0.8583801984374159,0.1506703897277528,-0.3728581826223165,-0.7846088229398779,0.23989685619911663,-0.39592196488664444,-0.7590179373350495,0.2917907817489175,-0.007382775767535583,-0.9999695987573496,-0.0025092196061116995,-0.0029204117826850213,-0.8212687238647375,0.11473019429320634,-0.0015424327823456638,-0.732119785832629,0.1913567458032133,0.014375198464349695,-0.7234608666742198,0.24797151064894077,0.28534200601141513,-0.9623277128710049,0.010390037553904241,0.2996769404055777,-0.7886485376131527,0.13420057542867958,0.31914096815057796,-0.6960443397787138,0.2302227300806571,0.30534280830135707,-0.666840011119641,0.28326550917685134,0.5467529675736009,-0.8503810843282326,0.010949009644238665,0.5511932450089602,-0.6761010924484498,0.13466547547580782,0.5379152405520449,-0.6136141439496817,0.19472023203103114,0.5344126799263077,-0.592935509128466,0.2465770242673695
A,0.0,0.0,0.0,-0.24898232421691094,-0.29029909859720276,0.037411502032672156,-0.4065877849167924,-0.5539843740725647,0.08244919064553231,-0.44524134246396124,-0.7917386343015882,0.13350704486058745,-0.42319424675255907,-1.013357542343587,0.17414871396323345,-0.3621724917772645,-1.0088794085336443,0.0071224843848998725,-0.3620248290419467,-0.8449772959817277,0.1386404834979882,-0.354580278702038,-0.7839716456206877,0.21202655967032025,-0.3489989107310255,-0.7663592492045503,0.244643019186282,-0.014483446941683577,-0.9998925958363918,0.0022419982715458624,-0.012594585250976046,-0.8279316946805011,0.1230177784145126,-0.02143645280217688,-0.7619379661066367,0.20092642027481564,-0.02662502958652934,-0.75024215333372,0.2431842706493081,0.29480454443086035,-0.9561388090764172,0.0092829413893689,0.3004062341115016,-0.7907859776690886,0.1388513426771684,0.29949183640013705,-0.7077148029820738,0.20060204501824097,0.2929546453940746,-0.6724994721286199,0.22561478507664548,0.5733825546164032,-0.8621403849858931,-0.003101179034976442,0.5737163246895198,-0.7010872294250616,0.13189022097040096,0.5684909091208672,-0.61383293825011,0.22718924834617488,0.5685294674988559,-0.6009700914798808,0.27723812178679125
A,0.0,0.0,0.0,-0.2468848039156547,-0.2873187289520607,0.053414329407557797,-0.4046786876378654,-0.5384557804729987,0.11798244069643296,-0.46621246402949945,-0.7910230521364001,0.155129505921396,-0.46584925404690075,-0.9934140226369552,0.19668020335997946,-0.34445862422896195,-1.0023732455590821,0.020202945311759427,-0.33246727265175513,-0.833004210892048,0.14017530989842436,-0.33051314440963336,-0.7617370648590016,0.20439878337744558,-0.333685228843764,-0.7436363633031515,0.23980239359008415,-0.00607058437752328,-0.999978672055066,0.002409033063702265,-0.01858454067415905,-0.8390624518750768,0.13345254363174974,-0.022943967284927265,-0.7500653173617504,0.20901581611853987,-0.01244132480679029,-0.7330035534177458,0.2513048445792245,0.3064125391504822,-0.9348590533386378,-0.017476393679567926,0.30617742243184387,-0.7742071007342305,0.11448543991532704,0.3186208486982791,-0.6920182955341787,0.19214651117752862,0.30598988668689114,-0.656378400009429,0.2349388464667474,0.5497562456546361,-0.8217271709942825,0.0009271184197893286,0.552937030130485,-0.6516223822542819,0.12041466646997244,0.5497847897589876,-0.577310125366124,0.19157452281468232,0.5396419700051932,-0.5511644328760927,0.20597117996826017
A,0.0,0.0,0.0,-0.25668448063021354,-0.2963878379689262,0.06778707858086129,-0.3853914168964405,-0.54432191055598,0.11415070947630346,-0.4476794536934302,-0.7662206215035414,0.16580797811148557,-0.4503863410998177,-0.9632723573851592,0.2116722090039361,-0.3634017891267013,-0.9881651259692359,0.0157089421895018,-0.3671715803815011,-0.815557634741493,0.13197097678672978,-0.35828569995375836,-0.7461269593754897,0.19079425579321524,-0.3544979133801743,-0.7261865543116989,0.23023534538363405,-0.0051946437786836944,-0.9999784674186158,0.004010034305225529,-0.002219982057747156,-0.8418373245405671,0.13931320632863994,-0.00561047404060974,-0.7504326697827324,0.20632983921447073,-0.004531613156976293,-0.7356148964796313,0.24702287563605138,0.2978705132648078,-0.9663761559299707,0.020639221282568666,0.29330787634887356,-0.8078634091197422,0.1554624740462401,0.3024917429666313,-0.7406897840034345,0.24240765992348923,0.30256541987427077,-0.7216313032800036,0.2642779792246007,0.534198390057473,-0.8387460472453552,0.0008545943937141332,0.5391669686824742,-0.6684644006565699,0.120453474422694,0.5413710190124463,-0.6036729423043148,0.20144442034585353,0.5704592569356234,-0.5729177683334059,0.24496202115397644
A,0.0,0.0,0.0,-0.24984369886369473,-0.3132448488199252,0.049201794601956124,-0.39671837762305234,-0.5515341500474031,0.09586451377955377,-0.44657805359703473,-0.7849035886040577,0.15061149639276386,-0.4393175401482881,-1.00103678507776,0.19177673132855252,-0.3652738764519263,-0.9946831211883129,0.009343989059543392,-0.3790361021558169,-0.8198594731946888,0.12607134735077682,-0.3732560314845284,-0.7500085514020951,0.2018116865663963,-0.36634584925456937,-0.732613630149833,0.24791326565105423,-0.01716438642831134,-0.999766460247683,0.013130453242662063,-0.004729203851587164,-0.8310977810720414,0.13872593814240458,-0.006130547092493489,-0.7424259259475717,0.21323985984759772,-0.019238504845494424,-0.7297052865251944,0.25551234921410404,0.288473396224385,-0.9467047492209779,-0.004930009484821472,0.2739901478645372,-0.7710208481499716,0.11041029287820031,0.26672558056469364,-0.7059746992868817,0.17910681087462071,0.24841623840506535,-0.6888495368350409,0.21118839255394214,0.5503604085587958,-0.8481903870814718,-0.011179624733363449,0.545528959449744,-0.6792440263756417,0.11456522498834752,0.5532852786958478,-0.5987092563617075,0.1731953725812753,0.5386527886064294,-0.6025199678451788,0.20882472877220234
A,0.0,0.0,0.0,-0.23876679693041225,-0.28806673773099983,0.04555632484021626,-0.380968291785877,-0.5437407416163851,0.09062033935996924,-0.42648455828907456,-0.7826488409936051,0.15567756032235688,-0.395870804268144,-0.9775684906358383,0.19727850254920273,-0.35743875512406403,-0.9751648611868157,0.003369099166916617,-0.36715702504239134,-0.8045630539356843,0.1255949462611027,-0.36606952610580257,-0.7300647253014442,0.19744218249857984,-0.3577320881281701,-0.696069898083637,0.2356024915885245,-0.010522433341746901,-0.9998886501492831,-0.010581384560305879,-0.005851903123312092,-0.8267399547861551,0.1083147657010649,0.003818303421856826,-0.7408121397347631,0.18299598000369396,-0.016194728867073585,-0.7195315080916563,0.2429751132293558,0.3076550906232908,-0.9403843540663396,-0.028205175148641966,0.3071046357411621,-0.7714613030815787,0.09670791043838395,0.32188756624719717,-0.6851393913150553,0.18001625321845002,0.3076805997180686,-0.6606463905209026,0.2347725137517435,0.5454776980228067,-0.8288041672090959,-0.0027904775740338877,0.5488611901931055,-0.6641972068110759,0.12771499999187994,0.5542373660453123,-0.6024673671270352,0.2036002801716015,0.5466537781821896,-0.5967977345695992,0.27005256745080614
A,0.0,0.0,0.0,-0.24857275182777303,-0.2922062550304307,0.0630743284724805,-0.40134809690026796,-0.5493289717193224,0.11636734037980519,-0.45352138815577653,-0.7926904759006017,0.18904961280413457,-0.44826861717025324,-0.9864063023130571,0.23029384802460026,-0.33128581636945664,-0.9876653447530928,-0.0027637098717413922,-0.3296572327186458,-0.8328934507466539,0.13431339397086578,-0.32270518977569823,-0.7801275750265855,0.215759898171364,-0.31426535424893837,-0.7692951634008877,0.2580806356399241,0.0107078047878066,-0.9999426146247248,0.0003322259702485756,0.008371288287906856,-0.8315567263819689,0.12028162025079012,0.0013041364199028738,-0.758552847911734,0.20587808967542445,0.008227899030773462,-0.7330765241758003,0.24653587808381902,0.2771781507764573,-0.928337706149177,0.000697785114402867,0.2954187432973985,-0.7584949867025674,0.11717892218126998,0.2977801810551387,-0.6808512081709915,0.1960085360228854,0.30974840345501237,-0.6663986194137063,0.24124434922855076,0.5560091776291305,-0.8382040608765107,0.011452794601365526,0.5512081579107109,-0.6666252274756436,0.1267124058942458,0.5664014291848911,-0.5797283030590025,0.20439207586797148,0.5591622766993637,-0.5379823791576078,0.26265132878945663
A,0.0,0.0,0.0,-0.2371929356575499,-0.2890175341183875,0.05079297027834482,-0.3702048740587138,-0.5359892234916236,0.10842654100685395,-0.41767779692541446,-0.8016491564537793,0.15841568938391434,-0.42540284144391993,-1.0083149434999465,0.2124563777849231,-0.33286841198776784,-0.9800407858997117,0.010864546479667449,-0.3229355612544366,-0.8262521599950653,0.14898555806715388,-0.3295424336621492,-0.7558529869526541,0.2121459216722953,-0.3307032281592932,-0.7413883377093086,0.23494704616293954,0.0007439875898705063,-0.999986622523392,-0.005118716316157328,0.005655433802194628,-0.8360793267119542,0.12112427516917515,-0.007198123927286613,-0.7501326632613772,0.18555070800610843,0.0045565785681708874,-0.7414163765169597,0.2086395338032351,0.30814641581019186,-0.9480216953536517,0.0060589501411649985,0.309103541821682,-0.7854494802736787,0.1341072832699865,0.33326343787784757,-0.7238810928196833,0.20171583780492935,0.3238791973957721,-0.6908245105693851,0.24633365245709274,0.5594671007360901,-0.8424076577130417,0.0010769516972147105,0.5594263549333636,-0.678067856528634,0.12685232651172035,0.5588188990279683,-0.6130826050874586,0.21420844848578496,0.5805158994366872,-0.583977325442325,0.25440482755298977
A,0.0,0.0,0.0,-0.25963066436925175,-0.3028588585217916,0.05590939613045494,-0.39483303732287944,-0.5469524125308027,0.09875758023031164,-0.4472848205917944,-0.8032443047167871,0.15062066549890654,-0.43902468416781715,-0.9901029667294408,0.19855733702843176,-0.3624276514718658,-0.9856694259028013,-0.004294883767215372,-0.36952676628125014,-0.8279041999713165,0.13110425193571543,-0.3704538536902376,-0.7416259987208869,0.1952476439454584,-0.36845154683689235,-0.7250987804442007,0.2340602758140237,-0.0067302984579791355,-0.999935497943794,-0.009148936253087287,-0.008882298629140941,-0.8306956284970428,0.11179082304177763,0.003117019255967106,-0.7566813469702275,0.17578313173273172,0.011288201651523812,-0.745352455071463,0.20427397046802206,0.28311070485893625,-0.9434279465248306,0.008674949730172337,0.2847638141738655,-0.775600480697734,0.13157490431534521,0.3005805026078255,-0.698911660087037,0.21329828697920955,0.2945681861864249,-0.6666853905262756,0.24403358751671875,0.5485977694851616,-0.8370002112561746,0.004818456568938746,0.5536609328693767,-0.6761869763456073,0.13667693277556495,0.5392337899384502,-0.5985993139179441,0.2267859237481353,0.5295328375135142,-0.5805915646135399,0.25666793667157195
A,0.0,0.0,0.0,-0.22807473979541662,-0.290581086676324,0.06527310837224716,-0.3696527607044162,-0.5489378290758233,0.12111295152470945,-0.4143204515019493,-0.8026042595879976,0.180099395924336,-0.4097704247651786,-1.0060982544145618,0.2231415497829547,-0.364326907376746,-0.9933904472346176,-0.008278438587292186,-0.3692732666560193,-0.8234439266656627,0.11330268950613259,-0.37567979772466403,-0.7471203415824956,0.18918891411544378,-0.37127958712130316,-0.7563281040832427,0.24094541699213753,0.006193115394258297,-0.9999506866011816,-0.0077633554303984985,-0.012050959393021393,-0.8227199592507616,0.10152836452166744,-0.02777556617648365,-0.7346961256256549,0.16567827429664958,-0.031605249685133854,-0.7185480452559486,0.1942602052945355,0.31122596291414584,-0.9552429218174772,0.022768868598488874,0.31769402264292895,-0.7921142530450888,0.15328882362444224,0.31984527662351403,-0.7212836393414733,0.2292703262127259,0.2988132109463981,-0.6993189599033469,0.2560319724111686,0.5340052609125372,-0.8352050527876039,-0.0015952606552943327,0.5298106507343108,-0.670560895658762,0.12710191802733856,0.5310805444456805,-0.5953874923760818,0.20696547916014812,0.5349529609144018,-0.5657437960631226,0.24507454027120118
A,0.0,0.0,0.0,-0.2603852208968537,-0.29058766969048755,0.05250489770064348,-0.41650583997840357,-0.5330102862286286,0.10302207353890606,-0.4706998497061426,-0.8014293060286675,0.1497230562262705,-0.47726822762891213,-1.0109042527188101,0.20291834364269515,-0.3469090490629152,-0.9990321946587667,0.009901475096861461,-0.34698700602880067,-0.833160294451879,0.1379836571633621,-0.3374162881277092,-0.7549522968820677,0.21329928128786435,-0.33541529600506176,-0.7286729988287175,0.2514575860616112,-0.002481248525037177,-0.9999364584183364,0.010996478143081767,0.001122731658930174,-0.8336254004234296,0.13845698980805468,0.002619493336724059,-0.7561099976186462,0.20670136908306894,-0.02090201202905125,-0.735999452326578,0.24445863951692096,0.308793310163932,-0.9603897203745859,0.005802032464376539,0.31671076523767655,-0.7968618522844285,0.13662438904570293,0.32731009033341496,-0.704108714013133,0.21302914605725615,0.3247744219590793,-0.7114659220615781,0.24157398331117785,0.5525912807404005,-0.8540833279686914,-0.013617967479278738,0.5610383686950194,-0.6797958141880683,0.10244687630946087,0.5663846907604697,-0.6185066566818374,0.1849350749659154,0.5748643862147236,-0.6048364611298833,0.23366734050177201
A,0.0,0.0,0.0,-0.2467296494305982,-0.27017610943446135,0.04630573831781011,-0.3989651813419242,-0.511116316411923,0.08900418123768786,-0.4384689638687686,-0.7604852530202884,0.13290016920841935,-0.4341570328682524,-0.9457804854706388,0.18278024393151118,-0.3427060424150104,-0.96898509902822,0.011853266442293687,-0.34236679297925715,-0.8153927524154508,0.14721412831093206,-0.3305404659254901,-0.7317887315549625,0.211032913718025,-0.3412569116847179,-0.7199991852265585,0.24759985433962597,0.005086955543354695,-0.9999659029561682,0.006505060211498203,0.00860991127338484,-0.8514879962469831,0.1474134948639351,0.00930693843671721,-0.7730162096393962,0.229247642086517,0.004781450618308505,-0.7712049470414593,0.2693229293877679,0.2824726737944089,-0.9219978188840183,-0.010657618551764315,0.28668468046551077,-0.7558369295230422,0.10886687601143973,0.2914513733554753,-0.6911982455046126,0.17234242654777152,0.2916769271716212,-0.6792582316407082,0.21363432717102743,0.5158523167617104,-0.8296243499863748,-0.004167291732326136,0.5143763888481034,-0.6578564551483504,0.1072189681641465,0.510742210732458,-0.5889348141593125,0.18236066591037123,0.505393216426498,-0.5773913798834694,0.19993296787504117
